ParticipantName	RecordingDate	RecordingDuration	MediaName	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEvent	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	SaccadicAmplitude	AbsoluteSaccadicDirection	RelativeSaccadicDirection	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	
Steban	26/07/2018	128576		13	15:51:53.129	1167612381043107												Unclassified	13						1																			-8,38						4	4	
Steban	26/07/2018	128576		38	15:51:53.154	1167612381068225												Unclassified	53						2	831	417	757	551	794	484			233,91	178,30	213,00	140,62	223,46	159,46	139,31	263,28	635,18	200,10	260,86	640,33	683,25	683,25	3,19	3,06	0	0	
Steban	26/07/2018	128576		119	15:51:53.235	1167612381149080											1	Saccade	127						3	891	399	882	452	886	425			250,90	183,39	248,42	168,31	249,66	175,85	137,90	263,44	636,54	198,71	260,97	640,69	684,75	684,75	3,32	3,40	0	0	
Steban	26/07/2018	128576		184	15:51:53.300	1167612381214208											1	Saccade	127						4	537	187	568	213	552	200			151,25	242,92	160,01	235,67	155,63	239,29	136,51	264,55	637,80	197,11	262,16	641,34	686,53	686,53	3,25	3,44	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	213	15:51:53.329										ScreenRecStarted	1		Fixation	121	539	213																															
Steban	26/07/2018	128576	Screen Recordings (1)	227	15:51:53.343	1167612381257199										1		Fixation	121	539	213				5	522	201	561	229	541	215	541	215	146,92	238,97	158,00	231,18	152,46	235,08	136,18	265,20	638,01	196,87	262,92	641,39	687,02	687,02	3,33	3,47	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	268	15:51:53.384	1167612381298320										1		Fixation	121	539	213				6	525	204	544	228	534	216	534	216	147,74	238,27	153,18	231,29	150,46	234,78	136,04	265,48	638,19	196,81	263,25	641,36	687,32	687,32	3,35	3,36	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	307	15:51:53.423	1167612381337158										1		Fixation	121	539	213				7	528	187	554	226	541	206	541	206	148,58	242,90	155,91	232,12	152,25	237,51	135,94	266,17	638,14	196,71	263,94	641,10	687,57	687,57	3,15	3,34	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	347	15:51:53.463	1167612381376656											2	Saccade	40						8	469	202	483	251	476	226	476	226	132,14	238,62	135,89	224,91	134,01	231,77	135,71	266,55	638,52	196,52	264,30	641,20	688,09	688,09	3,06	3,11	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	388	15:51:53.503	1167612381417570										2		Fixation	117	474	204	1,65	172,12		9	487	210	473	222	480	216	480	216	137,14	236,47	133,30	233,13	135,22	234,80	135,39	266,87	638,85	196,23	264,49	641,13	688,57	688,57	3,05	3,01	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	415	15:51:53.531	1167612381445173										2		Fixation	117	474	204	1,65	172,12		10	423	143	470	216	446	179	446	179	119,21	255,24	132,36	234,87	125,78	245,05	135,15	267,13	639,01	195,96	264,74	641,24	688,85	688,85	2,88	2,94	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	443	15:51:53.559	1167612381472893										2		Fixation	117	474	204	1,65	172,12		11	488	172	478	231	483	201	483	201	137,32	247,17	134,68	230,64	136,00	238,91	134,83	267,23	639,55	195,68	264,59	641,23	689,42	689,42	2,94	2,93	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	470	15:51:53.586	1167612381500347										2		Fixation	117	474	204	1,65	172,12		12	482	197	488	242	485	219	485	219	135,65	240,17	137,30	227,57	136,48	233,87	134,56	267,39	639,83	195,37	264,70	641,35	689,79	689,79	2,89	2,97	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	497	15:51:53.613	1167612381526875											3	Saccade	26						13	515	200	494	300	504	250	504	250	144,93	239,19	139,21	211,28	142,07	225,23	134,26	267,90	640,20	195,10	265,05	641,40	690,37	690,37	2,93	2,95	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	523	15:51:53.639	1167612381553323												Unclassified	26						14	493	228	495	324	494	276	494	276	138,83	231,46	139,35	204,43	139,09	217,95	134,04	268,22	640,60	194,88	265,23	641,47	690,89	690,89	2,84	2,93	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	550	15:51:53.665	1167612381579600											4	Saccade	259						15	522	311	552	390	537	350	537	350	146,91	207,95	155,41	185,95	151,16	196,95	133,98	268,20	640,87	194,74	265,20	641,60	691,13	691,13	2,85	2,90	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	576	15:51:53.692	1167612381606130											4	Saccade	259						16	574	514	558	407	566	460	566	460	161,67	150,84	157,10	180,92	159,38	165,88	133,95	268,43	640,99	194,67	265,42	641,57	691,34	691,34	3,06	2,86	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	602	15:51:53.718	1167612381632264											4	Saccade	259						17	508	317	560	451	534	384	534	384	143,00	206,38	157,68	168,59	150,34	187,48	133,91	268,79	641,00	194,67	265,75	641,41	691,50	691,50	2,67	2,86	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	630	15:51:53.745	1167612381659574											4	Saccade	259						18			571	341	571	341	571	341			160,69	199,73						194,76	265,80	641,46		0,00		2,76	4	0	
Steban	26/07/2018	128576	Screen Recordings (1)	656	15:51:53.772	1167612381685890											4	Saccade	259						19	550	387	545	543	547	465	547	465	154,76	186,69	153,34	142,69	154,05	164,69	134,08	268,95	641,18	194,91	265,87	641,37	691,70	691,70	2,64	2,92	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	681	15:51:53.797	1167612381710898											4	Saccade	259						20	484	374	543	495	513	434	513	434	136,14	190,21	152,96	156,38	144,55	173,29	134,25	269,14	640,95	195,06	266,09	641,23	691,54	691,54	2,60	2,92	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	706	15:51:53.822	1167612381735838											4	Saccade	259						21	554	416	527	404	540	410	540	410	155,86	178,62	148,30	181,77	152,08	180,19	134,40	269,20	640,97	195,23	266,10	641,22	691,56	691,56	2,73	2,79	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	731	15:51:53.847	1167612381760836											4	Saccade	259						22	534	546	476	495	505	520	505	520	150,33	141,76	133,89	156,13	142,11	148,95	134,53	268,77	641,00	195,22	265,73	641,43	691,40	691,40	2,84	2,75	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	756	15:51:53.872	1167612381785833											4	Saccade	259						23	534	581	499	532	516	556	516	556	150,23	131,93	140,47	145,92	145,35	138,92	134,64	268,67	641,16	195,34	265,64	641,60	691,49	691,49	2,86	2,82	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	782	15:51:53.898	1167612381811901											4	Saccade	259						24	463	463	500	572	481	517	481	517	130,32	165,27	140,86	134,47	135,59	149,87	134,64	268,65	641,32	195,35	265,63	641,78	691,63	691,63	2,73	2,86	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	808	15:51:53.924	1167612381838313												Unclassified	26						25	463	450	492	558	477	504	477	504	130,47	168,88	138,39	138,56	134,43	153,72	134,50	268,53	641,76	195,24	265,50	642,16	692,00	692,00	2,75	2,85	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	835	15:51:53.951	1167612381864883											5	Saccade	53						26	563	620	498	554	530	587	530	587	158,65	121,15	140,24	139,60	149,44	130,37	134,33	268,35	642,12	195,08	265,37	642,46	692,27	692,27	2,95	2,85	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	861	15:51:53.977	1167612381891335											5	Saccade	53						27	525	523	452	520	488	521	488	521	147,92	148,37	127,12	149,29	137,52	148,83	134,15	268,41	642,56	194,92	265,44	642,68	692,72	692,72	2,83	2,73	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	888	15:51:54.004	1167612381917911												Unclassified	28						28	518	553	490	517	504	535	504	535	145,93	140,01	137,82	150,06	141,87	145,04	133,95	268,39	642,87	194,73	265,53	642,95	693,03	693,03	2,80	2,91	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	917	15:51:54.033	1167612381946650											6	Saccade	109						29	498	599	445	578	471	588	471	588	140,17	126,93	125,31	132,87	132,74	129,90	133,59	268,37	643,42	194,38	265,65	643,41	693,57	693,57	2,95	2,85	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	944	15:51:54.060	1167612381973789											6	Saccade	109						30	470	531	419	534	444	532	444	532	132,24	146,12	117,86	145,19	125,05	145,65	133,40	268,31	643,62	194,19	265,78	643,58	693,75	693,75	2,85	2,79	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	970	15:51:54.086	1167612382000176											6	Saccade	109						31	400	483	410	526	405	504	405	504	112,72	159,52	115,52	147,43	114,12	153,47	133,30	268,29	643,74	194,07	265,89	643,66	693,87	693,87	2,74	2,82	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	997	15:51:54.113	1167612382027130											6	Saccade	109						32	445	540	469	606	457	573	457	573	125,20	143,61	131,92	124,98	128,56	134,29	133,20	268,16	643,80	194,00	265,86	643,69	693,89	693,89	2,88	2,92	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	1025	15:51:54.141	1167612382054639												Unclassified	27						33	466	567	463	543	464	555	464	555	131,23	136,03	130,38	142,66	130,80	139,35	133,16	268,01	643,83	193,93	265,90	643,86	693,86	693,86	2,87	2,86	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	1051	15:51:54.167	1167612382080722											7	Saccade	26						34	427	495	425	542	426	518	426	518	120,12	156,29	119,73	143,10	119,93	149,69	133,12	267,86	643,63	193,87	265,83	643,72	693,62	693,62	2,81	2,83	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	1077	15:51:54.193	1167612382107185												Unclassified	26						35	438	523	448	552	443	537	443	537	123,20	148,40	126,27	140,16	124,73	144,28	132,99	267,84	643,88	193,77	265,82	643,85	693,86	693,86	2,86	2,84	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	1103	15:51:54.219	1167612382132960											8	Saccade	53						36	419	509	418	507	418	508	418	508	117,91	152,33	117,78	152,94	117,84	152,63	132,85	267,63	643,94	193,64	265,60	643,79	693,86	693,86	2,84	2,76	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	1129	15:51:54.245	1167612382159251											8	Saccade	53						37	450	565	454	605	452	585	452	585	126,61	136,47	127,86	125,19	127,23	130,83	132,71	267,30	644,09	193,47	265,30	643,93	693,88	693,88	2,85	2,85	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	1157	15:51:54.273	1167612382186829										3		Fixation	133	473	605	9,87	269,86	97,74	38	469	605	463	562	466	583	466	583	132,04	125,35	130,30	137,43	131,17	131,39	132,49	267,03	644,29	193,23	265,11	644,21	693,99	693,99	2,94	2,81	0	0	
Steban	26/07/2018	128576	Screen Recordings (1)	1161	15:51:54.277		1	Left	924	639	924	639				3		Fixation	133	473	605	9,87	269,86	97,74																												
Steban	26/07/2018	128576	Screen Recordings (1)	1183	15:51:54.299	1167612382213107										3		Fixation	133	473	605	9,87	269,86	97,74	39	454	589	465	611	459	600	459	600	127,90	129,80	130,78	123,56	129,34	126,68	132,17	266,77	644,63	192,94	264,77	644,19	694,24	694,24	2,87	2,89	0	0	
